Date,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
15,-,-,2,-,6.5,-,19,-,-,-,-,21.5
16,-,-,-,-,1,-,-,-,-,-,-,19.5
17,-,-,-,3,15.5,-,-,-,-,-,-,49.5
18,-,-,2.5,2,4,-,-,-,2,-,-,11
19,-,-,-,1.5,7.5,-,-,-,-,-,-,-
20,-,-,1,18,52,-,-,75.5,-,-,-,0.5
21,-,0.5,-,3,44.5,10.5,-,173.5,-,-,-,1
22,-,1,-,-,36.5,-,-,44.5,2.5,-,-,-
23,-,-,-,-,0.5,7.5,-,2,2.5,-,-,-
24,-,-,5,-,10,-,0.5,25.5,-,-,6,2
25,-,-,-,8.5,-,1.5,4.5,-,-,-,22.5,0.5
26,-,-,8.5,0.5,-,-,27.5,-,-,-,-,5.5
27,-,-,3,2.5,-,-,-,-,-,-,-,-
28,-,-,34,0.5,-,-,-,-,-,-,1.5,-
29,-,,1.5,-,-,-,-,129.5,-,-,-,2.5
30,-,,0.5,10,-,-,-,14,-,-,-,-
31,-,,6,,-,,-,131.5,,-,,-
總和值,28.5,3,64.5,225,323,110,551.5,687.5,80,28,31,117
1,-,-,-,0.5,33.5,-,-,-,-,-,-,0.5
2,-,-,1.5,-,-,-,-,-,-,-,-,-
3,-,-,0.5,1.0,-,0.5,-,-,-,-,-,1.0
4,-,4.5,2.5,-,-,-,-,-,-,-,-,22.5
5,-,7.5,2.5,-,43.0,117.0,-,14.0,-,-,-,-
6,-,2.0,4.5,-,2.0,30.5,-,-,-,-,-,-
7,-,-,1.0,16.0,15.0,5.0,-,-,1.0,-,-,-
8,-,9.0,13.5,1.5,-,6.5,1.5,-,-,-,-,-
9,-,45.0,-,-,6.0,-,-,3.5,-,-,1.0,-
10,-,1.5,-,-,-,-,-,-,2.5,2.0,-,-
11,-,0.5,1.0,-,-,-,-,-,-,3.5,-,0.5
12,-,-,15.5,-,-,-,1.5,106.5,-,-,-,-
13,-,2.0,22.5,-,6.5,-,-,-,-,-,-,-
14,0.5,3.0,-,-,0.5,2.0,-,-,-,-,0.5,-
15,-,-,-,-,121.0,3.0,-,-,-,-,0.5,-
16,-,-,0.5,-,0.5,-,-,-,-,-,-,-
17,-,-,-,-,-,0.5,-,1.5,-,-,0.5,-
18,-,2.5,-,-,16.5,-,8.0,59.0,-,-,-,-
19,-,14.0,-,-,42.5,-,15.5,-,-,-,-,1.5
20,-,-,1.0,-,45.5,16.0,-,-,-,-,-,0.5
21,-,-,-,-,71.0,-,-,-,-,-,-,-
22,-,-,-,-,5.0,-,-,-,57.0,-,-,-
23,-,-,-,-,6.0,1.0,22.5,-,-,-,-,-
24,-,-,-,2.5,-,15.0,-,-,-,-,-,-
25,-,-,-,-,-,5.0,1.0,-,-,-,-,7.0
26,-,-,-,5.5,-,-,-,-,-,-,-,0.5
27,-,-,-,-,64.5,-,-,-,-,-,-,7.0
28,-,-,-,-,-,-,-,-,-,-,-,9.5
29,-,,7.5,-,20.0,6.0,-,7.5,-,-,-,-
30,-,,-,15.0,5.0,-,-,-,-,-,-,-
31,-,,20.5,,-,,8.5,-,,-,,-
總和值,0.5,91.5,94.5,42.0,504.0,208.0,58.5,192.0,60.5,5.5,2.5,50.5
1,-,-,-,-,-,1.0,-,-,9.0,-,-,-
2,-,-,-,-,-,-,-,-,2.0,0.5,-,-
3,-,0.5,-,-,-,-,-,-,-,-,-,-
4,-,-,-,-,27.5,-,-,-,-,-,-,0.5
5,-,-,0.5,-,34.5,-,-,-,-,-,-,5.0
6,-,-,1.0,-,-,5.5,-,1.0,-,-,-,5.0
7,-,-,-,-,-,0.5,21.5,90.0,90.5,-,-,1.0
8,-,-,-,3.0,-,-,-,30.5,-,16.0,-,-
9,-,-,-,6.0,-,-,0.5,4.5,-,35.5,-,3.0
10,-,-,8.5,5.0,-,-,44.0,-,-,-,-,34.0
11,-,-,10.0,32.0,-,-,-,-,-,-,1.0,-
12,-,-,7.5,-,45.0,-,-,-,-,0.5,-,-
13,11.0,-,-,-,-,-,-,-,-,-,-,-
14,10.0,-,-,-,-,-,-,8.5,-,-,-,-
15,-,1.0,-,-,-,-,-,1.0,-,-,-,-
16,-,33.5,-,-,-,-,-,43.5,-,-,-,-
17,-,-,-,-,-,-,-,0.5,-,-,-,-
18,-,-,-,4.5,-,-,-,-,-,-,-,-
19,-,-,-,2.0,-,-,88.0,-,-,-,-,-
20,-,-,-,-,74.5,-,-,-,-,-,-,-
21,-,3.0,-,16.0,1.5,-,-,-,2.0,-,2.0,-
22,-,-,-,-,21.5,11.5,-,-,-,1.0,-,-
23,-,2.5,16.0,-,67.0,26.5,-,1.5,-,-,-,-
24,-,6.5,1.0,-,46.5,14.5,-,29.0,-,-,-,-
25,-,-,5.0,-,5.5,-,-,-,-,-,-,5.0
26,-,-,4.0,-,40.0,-,-,51.0,-,-,-,-
27,0.5,-,4.5,-,15.0,-,-,26.0,2.0,-,-,7.5
28,-,-,-,-,4.0,-,1.0,0.5,103.0,-,-,-
29,-,,-,-,-,-,-,5.0,25.0,-,-,-
30,-,,-,0.5,-,-,-,6.0,-,-,-,-
31,-,,-,,41.5,,-,10.0,,-,,-
總和值,21.5,47.0,58.0,69.0,424.0,59.5,155.0,308.5,233.5,53.5,3.0,61.0
1,-,8.0,-,-,20.5,-,-,4.0,-,-,-,-
2,0.5,2.5,-,-,-,1.0,18.5,3.5,-,-,-,-
3,18.5,-,-,-,-,-,10.5,-,39.5,-,-,-
4,5.5,1.0,-,-,-,-,-,-,-,-,-,-
5,-,0.5,-,-,-,10.5,-,-,1.5,-,-,-
6,28.5,-,-,-,-,6.5,-,-,5.5,0.5,-,-
7,-,-,-,-,-,1.5,-,-,-,2.5,-,-
8,1.5,-,-,-,-,0.5,2.0,-,-,2.0,-,-
9,-,-,34.0,-,-,-,-,-,3.0,1.0,-,-
10,-,-,51.0,23.5,19.5,47.5,-,1.0,-,0.5,4.0,-
11,43.5,3.5,6.5,19.5,50.5,10.5,-,8.0,-,0.5,-,-
12,2.5,-,6.0,18.0,-,11.5,-,51.5,-,-,-,-
13,0.5,-,47.0,55.0,-,31.0,-,0.5,-,-,-,-
14,-,10.0,13.0,28.0,0.5,10.0,-,-,2.0,-,-,-
15,3.0,-,11.5,6.0,-,0.5,-,-,2.0,-,-,-
16,1.0,-,5.5,1.5,32.0,-,-,16.5,-,-,-,-
17,39.0,0.5,0.5,-,-,-,-,33.0,37.0,-,-,-
18,-,6.0,68.5,15.0,-,-,2.0,13.0,18.0,-,-,-
19,0.5,-,14.0,-,-,-,38.0,18.0,-,-,-,-
20,-,0.5,5.0,-,-,-,-,-,-,-,4.0,-
21,8.5,-,6.0,-,2.0,-,-,-,-,1.0,12.0,-
22,19.5,-,1.0,-,32.5,-,-,-,-,-,1.5,-
23,16.0,-,48.0,-,4.5,-,-,1.5,-,-,45.0,-
24,3.0,-,9.0,19.0,1.0,-,-,-,-,-,-,-
25,-,-,16.5,0.5,-,-,-,-,-,-,-,-
26,-,-,-,-,-,-,-,-,1.5,-,5.5,-
27,-,0.5,-,19.5,-,-,-,-,41.5,-,12.5,-
28,7.5,-,-,32.0,-,22.0,-,0.5,10.0,-,-,5.0
29,46.5,-,-,-,-,1.0,-,-,16.0,-,-,-
30,9.5,,-,4.0,-,-,1.0,-,1.5,-,-,-
31,-,,-,,-,,5.5,-,,-,,-
總和值,255.0,33.0,343.0,241.5,163.0,154.0,77.5,151.0,179.0,8.0,84.5,5.0
1,-,-,-,8.0,-,2.5,4.0,-,-,-,-,-
2,-,-,-,-,-,148.5,54.0,-,68.0,-,1.5,-
3,-,-,-,-,-,25.5,2.0,0.5,5.0,-,0.5,-
4,-,-,-,-,-,60.0,62.5,-,-,-,-,-
5,-,-,-,-,-,14.0,-,-,-,-,-,-
6,-,-,25.0,-,-,-,2.5,-,-,-,-,1.0
7,-,-,2.5,2.0,-,-,26.5,-,0.5,-,-,2.5
8,-,-,3.5,-,-,-,9.5,-,5.5,-,-,3.0
9,-,-,-,-,4.0,-,-,-,2.5,-,-,2.5
10,-,-,8.0,-,-,-,-,1.5,-,-,-,-
11,-,-,0.5,-,-,8.0,0.5,-,-,-,-,-
12,-,-,-,0.5,-,23.0,-,-,-,-,-,0.5
13,-,-,-,-,-,-,-,-,-,10.5,0.5,-
