Date,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
22,-,-,5.7,-,27.9,18.5,-,0.2,-,-,-,0.3
23,-,-,-,3.6,0.2,-,-,-,-,-,0.7,-
24,-,-,1.0,-,8.7,3.7,-,-,-,-,-,1.0
25,-,5.1,-,-,0.5,0.5,-,-,4.9,6.5,-,-
26,-,-,-,0.1,10.6,-,8.4,5.3,-,-,1.1,2.8
27,-,-,0.6,-,37.7,61.5,0.5,67.0,3.6,-,0.9,1.9
28,4.8,-,1.5,-,1.7,13.2,16.5,181.0,94.5,-,-,-
29,0.1,,-,10.5,4.0,9.2,-,89.3,0.1,0.1,-,-
30,-,,-,3.6,-,-,-,9.1,16.0,-,-,-
31,-,,0.1,,2.3,,-,2.0,,-,,0.2
總和值,46.2,25.2,35.4,69.2,244.5,307.8,131.3,359.8,180.2,580.3,679.9,60.8
1,-,-,-,-,-,0.1,-,13.1,11.2,T,2.6,5.0
2,T,-,0.9,7.7,2.5,0.4,-,1.2,-,-,2.0,5.0
3,-,-,T,-,17.0,24.5,-,-,-,-,0.2,0.4
4,0.1,-,4.0,T,4.9,0.4,-,-,-,T,0.3,0.2
5,0.2,10.5,0.8,-,0.9,74.5,4.0,-,-,-,T,42.9
6,0.3,1.5,-,1.9,4.1,6.2,-,-,-,0.7,T,1.0
7,-,0.3,0.3,T,-,6.8,-,-,-,T,-,0.7
8,-,0.3,-,3.2,-,-,-,-,24.6,0.7,0.1,8.5
9,-,-,1.4,0.2,29.5,-,-,T,-,-,-,9.0
10,-,-,-,2.1,1.0,36.4,-,-,-,1.1,1.5,-
11,2.5,1.9,-,25.3,5.3,22.1,-,-,-,-,3.5,-
12,-,1.2,T,0.2,1.1,34.2,-,-,-,-,-,-
13,T,8.1,-,-,-,2.2,-,-,-,-,-,23.0
14,0.3,8.7,0.2,0.2,-,89.5,-,-,-,-,4.8,8.0
15,20.5,6.0,0.1,-,T,24.0,-,34.0,-,T,0.9,0.1
16,14.0,-,91.0,0.7,8.5,2.2,-,3.5,9.0,-,0.3,0.2
17,T,-,9.5,4.0,1.9,-,-,-,0.2,T,69.3,3.7
