Date,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
22,52.0,-,-,9.0,-,7.0,T,15.5,-,-,48.0,10.5
23,38.0,37.0,T,1.5,-,2.0,6.5,58.0,16.0,33.0,24.5,22.5
24,36.0,44.5,4.5,1.5,-,-,-,2.0,7.0,-,9.0,1.0
25,17.5,27.5,-,7.0,T,1.5,-,4.0,1.3,-,0.5,-
26,13.5,28.0,-,70.5,-,-,8.0,27.5,6.0,T,39.5,21.5
27,-,11.5,-,19.5,24.0,-,-,13.0,16.5,-,8.5,0.5
28,-,20.5,-,2.5,67.0,T,-,39.0,69.5,24.0,5.5,1.5
29,2.0,20.5,0.5,-,1.0,3.5,-,0.5,T,5.0,1.5,20.5
30,3.5,,-,8.0,T,3.5,14.5,0.5,-,13.5,57.0,29.0
31,3.5,,11.0,,13.5,,104.5,-,,58.0,,-
總和值,372.0,330.5,96.0,318.5,382.5,513.5,137.5,785.5,206.6,157.5,272.0,332.5
1,13.5,-,3.0,23.0,49.5,-,-,0.5,87.0,19.0,48.0,-
2,8.5,0.6,21.0,-,-,-,-,0.5,-,1.5,1.0,-
3,56.5,-,1.5,11.5,T,-,-,-,-,10.0,22.0,-
4,23.5,-,-,14.0,-,15.2,-,-,-,2.5,64.5,-
5,12.5,1.5,-,46.0,-,3.0,-,-,-,93.0,11.5,1.0
6,5.0,-,-,9.0,2.5,-,24.5,-,-,181.5,4.0,4.5
7,2.5,6.0,-,-,5.0,-,12.0,-,-,0.5,3.0,-
8,20.5,27.0,-,-,-,-,-,-,-,-,T,0.6
9,31.5,3.5,-,18.0,0.2,-,-,-,-,5.0,-,1.0
10,31.0,-,-,1.0,-,11.5,-,-,-,-,2.5,1.0
11,2.0,0.5,-,36.5,226.5,23.5,-,-,-,9.0,32.5,-
12,37.5,1.5,-,34.5,43.0,9.5,36.0,-,-,16.0,7.5,-
13,14.5,3.5,0.5,2.0,2.0,1.5,95.5,-,-,-,16.5,1.5
14,-,-,2.0,14.5,-,1.5,-,57.0,-,0.5,5.5,28.0
15,-,4.5,2.0,-,5.5,0.2,0.5,3.0,33.0,5.5,8.0,95.5
16,5.0,1.5,-,-,5.5,1.0,-,-,-,2.5,0.5,10.5
17,10.5,-,-,0.5,31.0,0.5,-,-,0.6,30.0,-,69.5
18,0.5,-,-,1.0,-,-,-,-,56.0,12.0,-,27.0
19,-,8.0,1.0,20.0,6.0,-,-,-,19.0,6.0,-,19.5
20,-,8.5,T,13.5,24.5,-,-,117.5,40.5,4.0,-,17.5
21,-,12.0,1.0,7.0,29.0,-,-,333.5,95.5,8.5,-,21.0
22,T,15.5,-,-,29.0,-,-,42.0,9.0,5.0,0.2,5.0
23,0.5,6.0,-,T,0.2,38.0,-,71.5,2.5,3.0,-,35.5
24,-,0.5,T,T,-,4.0,-,-,-,35.0,6.8,37.5
25,1.5,-,1.0,13.5,-,-,T,-,13.0,0.5,15.5,33.5
26,1.5,-,3.5,-,-,-,0.3,-,1.5,-,-,28.0
27,3.5,44.0,5.0,16.0,-,-,-,-,1.0,0.5,6.5,2.5
28,-,0.5,13.5,1.4,-,-,-,3.5,2.0,-,11.5,1.5
29,0.5,,1.5,-,-,-,-,133.0,57.7,T,-,9.0
30,-,,11.5,11.5,-,-,-,4.0,77.0,2.0,-,0.5
31,-,,17.0,,-,,-,88.5,,12.0,,-
總和值,282.5,145.1,85.0,294.4,459.4,109.4,168.8,854.5,495.3,465.0,267.5,451.1
1,-,-,1.0,0.5,28.5,-,-,-,-,90.5,5.5,24.0
2,-,-,9.0,-,-,T,-,-,-,0.5,34.0,8.0
3,-,T,11.5,1.5,0.5,5.5,-,1.5,-,T,T,1.6
4,-,17.5,14.0,-,3.5,-,-,T,80.5,-,-,21.5
5,-,18.0,7.5,-,59.0,28.0,-,1.5,3.0,0.5,-,-
6,-,1.5,24.0,0.5,5.0,73.0,-,6.0,4.5,4.5,0.5,-
7,-,1.0,20.0,12.5,4.0,34.5,3.0,-,-,5.0,0.5,5.5
8,3.0,15.5,11.5,1.0,-,38.5,30.5,-,-,2.0,1.0,52.5
9,18.0,91.5,7.5,-,15.0,29.0,-,-,-,63.0,56.5,43.0
10,1.5,32.0,0.5,-,0.5,10.5,-,-,-,30.0,2.0,0.5
11,-,10.5,0.5,-,2.0,27.0,0.5,0.2,-,14.5,-,16.5
12,17.0,39.5,9.5,-,2.5,1.0,-,2.0,-,9.0,16.5,18.0
13,25.5,40.0,4.5,-,0.5,-,-,31.0,-,-,28.5,-
14,41.5,20.5,-,-,-,T,0.5,-,9.0,-,3.5,T
15,T,1.5,-,-,58.2,3.0,-,-,-,-,14.0,-
16,-,3.5,-,-,34.0,1.0,-,-,-,-,14.5,0.5
17,-,-,-,-,-,-,-,5.0,-,T,146.0,-
18,-,4.5,-,-,1.0,T,-,0.2,-,-,29.5,-
19,-,33.0,-,-,33.0,0.5,-,40.0,-,-,1.0,2.0
20,1.0,T,5.0,T,112.0,2.5,-,-,-,-,4.0,-
21,-,T,2.5,-,147.0,6.0,16.5,-,68.0,-,-,3.1
22,-,1.0,-,-,10.0,16.0,75.0,-,50.5,23.5,-,-
23,-,-,-,2.5,3.0,6.7,49.0,-,0.5,-,-,-
24,-,-,-,29.0,-,-,-,-,3.5,-,-,-
25,-,-,-,14.5,-,3.0,7.5,-,1.5,-,-,6.0
26,-,0.2,-,42.0,0.5,-,-,-,0.5,-,0.5,4.5
27,-,-,1.0,-,19.0,-,-,-,-,11.5,0.5,25.5
28,-,-,-,-,1.5,-,-,-,-,1.0,-,5.0
29,-,,14.5,-,219.5,15.0,-,-,-,-,-,-
30,-,,-,7.5,11.5,16.0,6.0,-,10.5,-,3.5,-
31,-,,22.0,,-,,39.5,-,,-,,-
總和值,107.5,331.2,166.0,111.5,771.2,316.7,228.0,87.4,232.0,255.5,362.0,237.7
1,-,3.0,-,-,0.5,-,-,-,11.4,-,4.5,0.6
2,-,T,0.5,-,-,-,-,-,-,3.7,16.2,0.1
3,-,19.0,-,-,1.7,-,-,-,-,-,31.7,9.2
4,-,16.0,5.0,-,10.5,1.0,18.3,-,-,-,7.8,0.1
5,-,5.5,1.5,-,42.6,0.2,-,0.7,-,2.0,0.8,0.3
6,1.0,0.5,8.5,-,-,13.4,-,4.6,6.3,0.4,-,29.5
7,4.5,0.5,T,2.0,0.5,2.8,-,31.0,51.7,-,-,12.2
8,-,7.0,0.5,15.5,0.4,-,-,451.5,2.2,7.5,-,13.0
9,-,9.0,-,7.8,-,-,24.0,6.6,-,52.2,4.5,12.5
10,-,-,25.0,20.0,T,-,363.2,-,-,4.0,13.8,18.2
11,-,-,41.5,17.5,1.2,-,0.2,-,-,2.7,7.2,4.4
12,16.5,-,8.5,0.6,43.8,-,-,-,-,0.2,2.2,7.5
13,4.5,-,-,-,-,-,-,4.8,8.4,-,-,-
14,6.5,-,-,-,-,4.2,-,7.1,11.6,-,-,3.1
15,-,1.0,-,-,-,-,-,-,0.1,-,0.8,9.3
16,-,6.0,-,-,-,-,-,3.5,60.0,-,-,0.1
17,T,-,T,-,-,-,-,-,-,-,-,-
18,T,T,-,3.8,-,-,-,18.9,-,12.1,-,0.5
19,-,0.5,-,3.0,-,-,3.3,T,-,14.5,-,9.9
20,-,-,-,10.5,65.0,-,8.4,0.3,-,3.3,8.6,-
21,1.0,0.5,-,15.6,2.2,2.7,-,1.7,-,6.8,3.8,1.1
22,-,0.5,-,-,30.0,-,-,16.6,-,22.0,4.6,-
23,-,-,49.7,-,29.0,4.7,26.9,37.6,-,29.0,43.7,-
24,-,21.0,22.0,0.2,56.3,13.4,18.6,4.0,18.0,42.0,17.0,0.2
25,-,-,37.0,-,6.8,-,-,6.5,-,1.0,17.3,15.8
26,2.5,0.5,22.0,-,6.8,-,-,3.0,1.5,-,0.8,0.3
27,39.5,-,25.5,-,3.0,-,-,58.7,56.1,-,-,16.2
28,16.5,-,-,-,-,-,0.2,31.9,361.6,0.6,-,13.4
29,1.0,,-,-,-,-,-,20.6,18.4,-,0.2,-
30,10.0,,-,-,-,-,0.1,7.9,-,8.5,6.3,8.0
31,12.5,,-,,1.0,,-,11.9,,39.9,,3.5
