Date,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
27,-,0.5,67.5,-,2.5,-,-,-,-,-,-,-
28,6.5,-,11.0,-,20.0,35.5,-,8.0,-,-,-,-
29,10.0,,-,0.5,-,9.5,-,1.0,-,-,-,-
30,0.5,,-,-,-,-,-,14.5,10.0,-,4.5,8.5
31,0.5,,-,,-,,-,-,,-,,1.5
總和值,117.5,89.0,127.0,26.5,324.0,271.5,190.0,135.5,14.0,90.5,271.0,126.0
1,-,-,-,-,-,-,-,60.5,-,-,-,31.0
2,-,0.5,-,-,80.0,0.5,-,172.0,-,-,-,44.5
3,-,9.0,0.5,-,-,1.0,-,6.0,7.5,-,-,-
4,6.5,-,0.5,-,30.0,5.5,-,-,-,-,-,1.5
5,17.5,-,0.5,26.0,-,1.5,-,-,-,-,-,25.5
6,41.5,-,-,0.5,-,-,-,1.0,-,-,-,1.0
7,0.5,41.0,1.5,0.5,-,-,-,-,-,-,-,-
8,0.5,8.5,6.5,-,-,-,-,-,-,-,-,29.5
9,3.5,1.5,26.5,7.5,3.5,-,-,-,-,-,-,11.5
10,-,2.5,11.0,0.5,14.0,-,-,0.5,-,-,13.0,-
11,-,1.5,6.0,-,0.5,160.5,-,25.0,-,-,19.0,6.0
12,-,-,8.0,-,-,350.0,-,15.0,-,-,-,-
13,-,-,19.0,-,-,-,-,-,-,-,-,-
14,5.0,3.0,12.5,0.5,-,6.0,-,0.5,94.5,-,-,-
15,18.5,2.5,0.5,6.5,-,5.5,-,-,55.0,-,-,-
16,22.5,13.5,-,41.5,14.0,4.5,-,X,0.5,-,-,-
17,0.5,3.0,-,1.0,25.0,1.0,-,X,-,-,22.0,-
18,-,-,0.5,11.5,34.5,-,-,X,-,-,15.5,9.0
19,-,-,-,-,17.5,16.5,-,X,9.0,-,-,-
20,-,-,0.5,16.0,33.5,58.5,-,X,-,-,-,-
21,4.0,-,-,8.0,-,15.0,-,X,-,-,4.0,-
22,35.5,-,-,1.0,-,3.5,-,X,-,-,39.5,0.5
23,11.0,54.5,3.0,-,-,-,1.5,X,-,-,40.5,2.0
24,21.5,50.0,4.0,1.0,-,-,-,-,-,-,-,-
25,3.0,44.5,-,33.0,-,-,1.0,-,-,-,0.5,-
26,7.0,24.5,-,68.5,3.5,-,7.5,21.0,-,-,52.0,-
27,1.0,9.5,-,47.5,0.5,-,0.5,1.5,0.5,-,5.5,-
28,-,38.0,-,7.0,21.5,-,-,0.5,5.0,-,8.5,2.0
29,2.0,-,-,3.0,-,-,-,0.5,3.0,-,39.0,3.0
30,-,,-,27.5,-,5.0,3.0,0.5,-,16.5,53.0,32.0
31,3.0,,14.0,,8.0,,26.0,-,,38.5,,-
總和值,204.5,307.5,115.0,308.5,286.0,634.5,39.5,304.5,175.0,55.0,312.0,199.0
1,2.0,-,2.0,11.5,48.5,-,-,1.5,22.5,-,8.5,-
2,3.0,-,3.0,0.5,-,-,-,6.5,-,-,1.5,-
3,12.0,0.5,-,14.0,-,-,-,-,-,5.0,0.5,-
4,5.0,-,-,10.5,-,-,-,-,-,15.0,0.5,-
5,3.5,1.0,-,73.0,-,5.0,-,-,-,6.5,-,-
6,-,-,-,8.5,-,-,1.0,-,-,7.0,2.0,-
7,0.5,0.5,-,-,-,-,1.0,-,-,1.5,-,-
8,22.5,1.0,-,-,-,-,-,-,-,-,-,-
9,15.5,-,-,19.5,-,-,2.0,-,-,-,-,1.5
10,-,1.0,-,7.0,-,8.0,-,-,-,-,-,-
11,-,-,-,39.5,190.0,21.5,-,-,-,0.5,-,-
12,11.5,2.0,-,40.5,33.0,65.5,15.0,-,-,-,-,-
13,14.5,0.5,1.5,0.5,0.5,-,84.0,6.0,-,-,2.0,-
14,-,-,-,28.0,1.0,3.0,4.0,11.0,-,-,-,8.5
15,-,0.5,-,-,14.5,-,7.5,0.5,-,-,-,39.0
16,-,-,-,-,3.5,-,-,42.5,-,-,-,19.5
17,-,-,-,-,25.5,0.5,-,18.5,-,-,-,68.0
18,-,-,4.5,5.0,-,-,-,-,-,-,-,25.0
19,-,1.5,3.5,10.0,0.5,-,-,-,1.0,-,-,4.5
20,-,-,1.0,18.0,43.5,-,-,168.5,26.5,-,-,4.5
21,-,-,-,7.0,13.0,-,-,155.5,14.5,-,-,7.0
22,-,5.5,-,-,48.5,-,-,8.5,2.0,0.5,-,-
23,-,0.5,-,-,1.0,8.0,-,13.5,1.5,1.5,-,6.5
24,-,-,4.0,-,0.5,-,-,11.0,-,2.5,6.0,14.5
25,-,-,1.5,19.0,-,-,-,-,2.0,-,22.0,8.5
26,0.5,-,13.0,0.5,-,-,6.0,-,-,-,-,22.0
27,2.0,22.0,8.5,22.0,-,-,-,-,-,-,2.0,1.0
28,-,-,21.5,0.5,-,-,-,-,-,-,9.5,-
29,-,,4.0,-,-,-,-,109.0,-,-,-,4.0
30,-,,4.5,17.0,-,-,-,3.0,6.5,-,-,-
31,-,,18.0,,-,,-,25.5,,-,,-
總和值,92.5,36.5,90.5,352.0,423.5,111.5,120.5,581.0,76.5,40.0,54.5,234.0
1,-,-,-,6.5,29.0,-,-,0.5,-,1.0,-,3.0
2,-,-,8.5,-,-,-,-,-,-,-,5.0,2.5
3,-,-,1.5,2.5,-,2.0,-,-,-,-,-,3.5
4,-,4.5,10.5,0.5,1.5,-,-,-,-,-,-,33.5
5,-,9.0,5.0,-,50.5,48.0,-,-,-,2.5,-,-
6,-,5.0,18.5,-,6.0,63.5,-,-,-,-,-,-
7,-,1.5,11.5,13.5,4.5,11.0,-,0.5,-,-,-,-
8,1.5,16.0,22.0,0.5,-,35.5,2.5,-,-,-,-,0.5
9,1.5,85.5,1.5,-,3.5,4.0,-,-,-,15.0,12.0,-
10,-,9.5,-,-,-,3.0,-,-,-,17.5,-,-
11,-,4.0,1.0,-,-,4.5,-,-,-,1.5,-,2.0
12,2.5,14.0,18.0,-,0.5,-,-,-,-,1.0,1.0,6.5
13,4.5,13.0,10.0,-,2.0,0.5,-,-,-,-,12.0,-
14,24.5,13.0,-,-,-,-,-,-,-,-,-,-
15,-,-,-,-,35.0,1.5,-,-,-,-,1.0,-
16,-,0.5,-,-,2.0,0.5,-,-,-,-,1.5,-
17,-,-,-,-,0.5,-,-,1.5,-,-,24.0,-
18,-,7.0,-,-,2.0,-,-,25.5,-,-,2.0,-
19,-,26.0,-,-,22.0,-,-,19.5,-,-,-,3.0
20,-,-,1.0,-,43.5,-,-,-,-,-,-,0.5
21,-,-,-,-,188.5,-,-,-,8.5,-,-,0.5
22,-,-,-,1.5,21.0,3.0,7.0,-,96.5,0.5,-,-
23,-,-,-,-,2.5,-,43.5,-,-,-,-,-
24,-,-,-,35.0,-,-,0.5,-,-,-,-,-
25,-,-,-,19.0,-,-,25.5,-,-,-,-,8.5
